timestamp,open,high,low,close,volume,datetime
1762351200000,101802.66,103426.0,96419.4,103206.16,41.62046,2025-11-05 14:00:00
1762354800000,103206.17,108606.8,97703.0,103715.44,43.15669,2025-11-05 15:00:00
1762358400000,103715.44,104039.66,103118.82,103947.6,31.3121,2025-11-05 16:00:00
1762362000000,103947.61,109959.43,93173.63,103911.38,46.61223,2025-11-05 17:00:00
1762365600000,103911.38,105944.26,103760.0,104343.63,49.01792,2025-11-05 18:00:00
1762369200000,104343.63,104603.83,49993.95,104050.59,45.58165,2025-11-05 19:00:00
1762372800000,104038.45,104534.74,97620.71,103891.87,33.20283,2025-11-05 20:00:00
1762376400000,103891.86,103891.86,103541.87,103677.54,27.49706,2025-11-05 21:00:00
1762380000000,103672.37,106079.98,100946.53,103738.49,24.26031,2025-11-05 22:00:00
1762383600000,103763.9,104100.0,98124.92,103898.13,18.67,2025-11-05 23:00:00
1762387200000,103898.14,103898.14,98530.9,103664.38,25.7803,2025-11-06 00:00:00
1762390800000,103664.38,103664.38,102748.58,103365.65,13.43929,2025-11-06 01:00:00
1762394400000,103374.18,103561.94,102856.63,103353.51,14.0239,2025-11-06 02:00:00
1762398000000,103330.96,103976.3,103253.45,103632.11,13.69815,2025-11-06 03:00:00
1762401600000,103632.12,104200.0,103580.0,104030.8,14.24752,2025-11-06 04:00:00
1762405200000,104030.79,104030.79,103093.81,103125.56,15.33828,2025-11-06 05:00:00
1762408800000,103125.55,103769.72,50000.0,103335.39,28.38053,2025-11-06 06:00:00
1762412400000,103335.4,103769.72,99470.46,103211.98,34.30966,2025-11-06 07:00:00
1762416000000,103211.98,103440.0,43000.0,103188.05,30.22076,2025-11-06 08:00:00
1762419600000,103188.05,103261.93,102845.0,102845.01,44.11504,2025-11-06 09:00:00
1762423200000,102845.01,103288.59,102661.33,103118.0,43.3808,2025-11-06 10:00:00
1762426800000,103118.0,103300.01,100539.01,103204.77,34.68128,2025-11-06 11:00:00
1762430400000,103204.77,103298.04,102423.61,102574.21,41.82672,2025-11-06 12:00:00
1762434000000,102574.22,103769.72,28800.0,103303.21,46.76125,2025-11-06 13:00:00
1762437600000,103303.21,103769.72,87825.04,102125.0,51.84852,2025-11-06 14:00:00
1762441200000,102125.0,103325.2,30000.0,102000.0,54.38606,2025-11-06 15:00:00
1762444800000,102000.01,103325.2,96040.6,100832.47,86.40355,2025-11-06 16:00:00
1762448400000,100832.49,103325.2,70540.01,101805.99,54.25351,2025-11-06 17:00:00
1762452000000,101804.01,103325.2,87566.36,101725.19,87.16952,2025-11-06 18:00:00
1762455600000,101725.2,103325.2,91323.77,101388.82,87.18708,2025-11-06 19:00:00
1762459200000,101388.82,103325.2,85000.0,100924.92,72.76025,2025-11-06 20:00:00
1762462800000,100924.92,101216.09,90355.74,101131.14,40.80391,2025-11-06 21:00:00
1762466400000,101131.14,101480.0,90801.53,101462.77,25.50106,2025-11-06 22:00:00
1762470000000,101462.77,101811.23,101161.91,101330.28,28.23094,2025-11-06 23:00:00
1762473600000,101330.28,101629.88,45000.0,101466.6,38.619,2025-11-07 00:00:00
1762477200000,101466.6,103325.2,90714.0,101538.96,40.21824,2025-11-07 01:00:00
1762480800000,101538.96,101911.64,101102.97,101900.3,25.59476,2025-11-07 02:00:00
1762484400000,101912.88,102331.16,101866.43,101916.29,25.32389,2025-11-07 03:00:00
1762488000000,101916.29,102274.89,87825.04,102017.67,32.18677,2025-11-07 04:00:00
1762491600000,102017.68,103325.2,102017.68,102449.54,31.29433,2025-11-07 05:00:00
1762495200000,102447.48,102494.99,101862.53,101862.53,23.88567,2025-11-07 06:00:00
1762498800000,101851.01,103325.2,87825.04,102009.99,25.27968,2025-11-07 07:00:00
1762502400000,102010.0,102028.07,87825.04,101496.19,21.22958,2025-11-07 08:00:00
1762506000000,101496.18,103325.2,93110.07,101013.24,49.78251,2025-11-07 09:00:00
1762509600000,101013.66,101230.79,90081.93,100770.85,80.98741,2025-11-07 10:00:00
1762513200000,100770.84,102072.69,92145.37,100432.68,103.61015,2025-11-07 11:00:00
1762516800000,100427.87,100606.54,80762.0,99619.47,99.73871,2025-11-07 12:00:00
1762520400000,99619.48,101227.58,93595.73,100322.73,92.20586,2025-11-07 13:00:00
1762524000000,100333.47,101227.58,30000.0,100719.86,109.76337,2025-11-07 14:00:00
1762527600000,100719.86,103325.2,80762.0,100797.94,118.47141,2025-11-07 15:00:00
1762531200000,100797.94,101941.71,80762.0,101177.3,102.42473,2025-11-07 16:00:00
1762534800000,101177.3,102680.21,87825.04,102388.81,102.33627,2025-11-07 17:00:00
1762538400000,102388.82,103682.83,87825.04,102648.1,97.5347,2025-11-07 18:00:00
1762542000000,102648.1,103682.83,60000.0,103394.95,114.78762,2025-11-07 19:00:00
1762545600000,103394.96,103890.69,65000.0,103792.38,94.40681,2025-11-07 20:00:00
1762549200000,103792.39,105524.28,101582.86,103850.83,77.43333,2025-11-07 21:00:00
1762552800000,103877.17,104092.74,101137.88,103633.04,61.2701,2025-11-07 22:00:00
1762556400000,103633.04,103759.36,87825.04,103339.08,58.61058,2025-11-07 23:00:00
1762560000000,103339.09,103406.22,87825.04,102735.33,75.535,2025-11-08 00:00:00
1762563600000,102735.34,103228.6,87825.04,103001.31,76.37287,2025-11-08 01:00:00
1762567200000,102996.84,105900.2,87000.0,102860.02,97.74768,2025-11-08 02:00:00
1762570800000,102846.66,103293.15,87376.08,102646.31,67.25497,2025-11-08 03:00:00
1762574400000,102624.74,102820.02,87825.04,102556.82,68.39671,2025-11-08 04:00:00
1762578000000,102565.04,105327.42,71593.31,102304.01,57.54114,2025-11-08 05:00:00
1762581600000,102304.0,110000.0,87825.04,102215.63,105.64105,2025-11-08 06:00:00
1762585200000,102215.63,104448.83,96885.82,102376.43,139.40202,2025-11-08 07:00:00
1762588800000,102363.02,102674.98,87825.04,102440.23,61.62016,2025-11-08 08:00:00
1762592400000,102440.22,102602.48,61000.0,102399.45,71.92387,2025-11-08 09:00:00
1762596000000,102399.45,102575.35,101397.31,102482.74,59.09278,2025-11-08 10:00:00
1762599600000,102482.73,102762.54,87825.04,101880.02,75.33732,2025-11-08 11:00:00
1762603200000,101857.11,102220.41,87825.04,102060.09,83.26311,2025-11-08 12:00:00
1762606800000,102060.09,102519.3,87825.04,101790.59,87.10418,2025-11-08 13:00:00
1762610400000,101804.68,102066.95,96838.35,101827.18,88.49014,2025-11-08 14:00:00
1762614000000,101827.18,101954.0,87825.04,101695.86,79.78555,2025-11-08 15:00:00
1762617600000,101711.45,102128.8,95000.0,101834.85,74.53071,2025-11-08 16:00:00
1762621200000,101842.65,102000.0,60000.0,101994.52,76.67783,2025-11-08 17:00:00
1762624800000,101994.53,102219.39,30000.0,102139.52,86.08893,2025-11-08 18:00:00
1762628400000,102139.53,102272.05,87825.04,101989.65,73.58777,2025-11-08 19:00:00
1762632000000,101989.64,102172.35,96890.1,102068.06,48.23096,2025-11-08 20:00:00
1762635600000,102068.06,102496.77,102028.62,102272.82,60.61044,2025-11-08 21:00:00
1762639200000,102272.82,102586.45,102180.54,102377.47,49.87749,2025-11-08 22:00:00
1762642800000,102377.47,102482.2,102160.41,102312.94,52.89281,2025-11-08 23:00:00
1762646400000,102312.95,102479.56,71392.75,101794.89,68.11982,2025-11-09 00:00:00
1762650000000,101797.75,102148.18,87825.04,102045.07,62.08022,2025-11-09 01:00:00
1762653600000,102045.07,102045.07,92573.79,101635.65,63.62402,2025-11-09 02:00:00
1762657200000,101628.85,101812.64,88947.47,101634.22,56.52609,2025-11-09 03:00:00
1762660800000,101662.05,104276.85,24031.23,101724.9,58.69179,2025-11-09 04:00:00
1762664400000,101724.9,103788.74,21530.36,101928.54,53.48326,2025-11-09 05:00:00
1762668000000,101928.54,102092.63,21358.97,101739.56,47.99457,2025-11-09 06:00:00
1762671600000,101752.83,101951.62,101600.0,101944.6,60.93263,2025-11-09 07:00:00
1762675200000,101944.59,102440.6,21104.45,101969.37,49.02428,2025-11-09 08:00:00
1762678800000,101972.24,102127.26,101643.74,101664.02,60.52717,2025-11-09 09:00:00
1762682400000,101657.46,101917.99,21188.95,101862.39,50.92481,2025-11-09 10:00:00
1762686000000,101876.36,103124.05,101876.35,102230.81,55.09339,2025-11-09 11:00:00
1762689600000,102239.42,102414.32,102050.64,102086.9,50.54709,2025-11-09 12:00:00
1762693200000,102086.91,102997.37,102067.09,102921.28,67.95136,2025-11-09 13:00:00
1762696800000,102934.99,104276.85,87825.04,102954.99,77.28921,2025-11-09 14:00:00
1762700400000,102955.0,104129.97,20680.0,103762.18,73.81257,2025-11-09 15:00:00
1762704000000,103762.18,104276.85,20680.0,103845.03,45.83172,2025-11-09 16:00:00
1762707600000,103845.04,103964.81,103369.04,103612.13,17.77514,2025-11-09 17:00:00
1762711200000,103637.58,104540.74,97105.67,104516.19,34.50259,2025-11-09 18:00:00
1762714800000,104516.2,105002.74,104163.31,104799.99,66.28605,2025-11-09 19:00:00
1762718400000,104799.99,105157.8,20680.0,104607.18,60.19076,2025-11-09 20:00:00
1762722000000,104633.13,104816.59,104321.16,104511.34,11.40404,2025-11-09 21:00:00
1762725600000,104528.82,104811.21,104099.99,104667.2,9.63107,2025-11-09 22:00:00
1762729200000,104718.88,105436.99,102500.0,104736.12,15.15484,2025-11-09 23:00:00
1762732800000,104722.95,106504.03,104287.52,106315.06,19.01552,2025-11-10 00:00:00
1762736400000,106310.72,106728.9,20660.0,105736.89,17.82832,2025-11-10 01:00:00
1762740000000,105736.89,106029.06,20660.0,106019.97,13.39239,2025-11-10 02:00:00
1762743600000,106019.97,106281.44,105843.22,106032.89,22.73072,2025-11-10 03:00:00
1762747200000,106032.88,106300.0,105853.64,106171.12,39.06568,2025-11-10 04:00:00
1762750800000,106153.13,106460.0,20660.0,106083.07,33.32243,2025-11-10 05:00:00
1762754400000,106083.07,106300.0,105970.6,106221.89,20.38363,2025-11-10 06:00:00
1762758000000,106221.89,106538.5,106206.0,106449.78,23.93391,2025-11-10 07:00:00
1762761600000,106451.92,106539.39,105908.93,105970.0,32.66676,2025-11-10 08:00:00
1762765200000,105970.0,106564.14,105901.99,106438.77,34.08247,2025-11-10 09:00:00
1762768800000,106438.77,106454.73,105968.71,106026.36,19.33145,2025-11-10 10:00:00
1762772400000,106006.57,106321.16,105961.99,106176.51,24.22898,2025-11-10 11:00:00
1762776000000,106176.51,106210.93,74323.56,105944.17,24.23803,2025-11-10 12:00:00
1762779600000,105944.17,106656.01,105454.8,106564.19,40.04858,2025-11-10 13:00:00
1762783200000,106564.2,106656.01,50000.0,104907.21,43.88368,2025-11-10 14:00:00
1762786800000,104907.2,105975.75,103877.23,105046.01,66.06933,2025-11-10 15:00:00
1762790400000,105046.01,105347.12,93000.0,105254.76,137.54098,2025-11-10 16:00:00
1762794000000,105254.76,105978.82,105198.53,105964.03,126.50006,2025-11-10 17:00:00
1762797600000,105964.03,106064.85,105495.3,105495.3,123.18107,2025-11-10 18:00:00
1762801200000,105495.3,106656.01,105392.08,105796.55,105.36879,2025-11-10 19:00:00
1762804800000,105796.56,106656.01,105454.8,106034.88,142.89665,2025-11-10 20:00:00
1762808400000,106034.87,106213.08,105280.0,105611.01,146.61187,2025-11-10 21:00:00
1762812000000,105611.01,106100.0,105344.85,106024.02,53.56203,2025-11-10 22:00:00
1762815600000,106024.02,106395.15,105735.53,106011.12,35.76293,2025-11-10 23:00:00
1762819200000,106011.13,106139.84,50000.0,106139.84,37.98404,2025-11-11 00:00:00
1762822800000,106139.83,108540.27,105895.23,106085.98,56.69921,2025-11-11 01:00:00
1762826400000,106085.97,107585.2,105610.0,106658.06,50.37803,2025-11-11 02:00:00
1762830000000,106655.02,107085.61,106363.05,106452.28,32.90395,2025-11-11 03:00:00
1762833600000,106452.27,106531.48,105714.25,105737.99,24.23313,2025-11-11 04:00:00
1762837200000,105737.99,105755.33,99950.02,105243.0,34.08226,2025-11-11 05:00:00
1762840800000,105243.01,105345.68,104888.0,105282.89,24.30287,2025-11-11 06:00:00
1762844400000,105282.89,105388.77,104748.34,104768.34,35.21423,2025-11-11 07:00:00
1762848000000,104783.99,105348.81,99950.02,105157.8,114.2844,2025-11-11 08:00:00
1762851600000,105157.81,105458.0,104909.74,104971.62,117.02642,2025-11-11 09:00:00
1762855200000,104971.63,105290.36,104920.25,105116.44,114.85927,2025-11-11 10:00:00
1762858800000,105116.45,105497.99,105116.45,105308.23,127.40258,2025-11-11 11:00:00
1762862400000,105308.23,105500.0,104419.33,104512.78,139.84851,2025-11-11 12:00:00
1762866000000,104512.77,104699.77,104224.2,104385.0,146.00583,2025-11-11 13:00:00
1762869600000,104385.0,104636.8,103852.91,104544.62,155.75942,2025-11-11 14:00:00
1762873200000,104544.62,107533.05,103192.04,103497.65,108.78522,2025-11-11 15:00:00
1762876800000,103497.65,107533.05,103207.15,103388.85,49.90409,2025-11-11 16:00:00
1762880400000,103388.84,103730.0,101837.54,103338.99,32.58143,2025-11-11 17:00:00
1762884000000,103338.99,107533.05,103000.0,103403.43,32.13577,2025-11-11 18:00:00
1762887600000,103403.44,107533.05,99950.02,103133.4,28.58373,2025-11-11 19:00:00
1762891200000,103133.4,103366.93,99950.02,102776.02,28.25829,2025-11-11 20:00:00
1762894800000,102776.02,103087.6,35000.0,102653.0,27.04126,2025-11-11 21:00:00
1762898400000,102653.0,107533.05,97658.1,103000.02,55.59526,2025-11-11 22:00:00
1762902000000,103000.02,103509.35,97538.1,103063.99,90.56808,2025-11-11 23:00:00
1762905600000,103064.0,108540.27,97951.98,102879.01,89.94524,2025-11-12 00:00:00
1762909200000,102879.02,104629.87,99815.37,103264.91,27.01758,2025-11-12 01:00:00
1762912800000,103259.6,103613.37,102910.01,103151.68,23.94171,2025-11-12 02:00:00
1762916400000,103151.66,103613.37,103113.02,103310.0,12.97477,2025-11-12 03:00:00
1762920000000,103310.0,103454.33,103036.84,103246.87,15.23222,2025-11-12 04:00:00
1762923600000,103246.87,103444.56,103230.0,103385.31,9.26027,2025-11-12 05:00:00
1762927200000,103385.31,103642.38,103030.4,103366.98,26.0072,2025-11-12 06:00:00
1762930800000,103366.98,103534.98,103058.77,103111.33,13.47552,2025-11-12 07:00:00
1762934400000,103111.33,104220.0,103111.32,104147.24,35.44384,2025-11-12 08:00:00
1762938000000,104147.25,105045.14,103082.36,104521.56,45.77964,2025-11-12 09:00:00
1762941600000,104521.56,105018.3,104510.51,104900.0,28.72314,2025-11-12 10:00:00
1762945200000,104901.99,105600.93,104622.71,104994.02,25.11811,2025-11-12 11:00:00
1762948800000,104994.03,105310.48,104827.91,105003.47,29.23948,2025-11-12 12:00:00
1762952400000,105003.46,105235.0,104078.0,105039.99,36.0592,2025-11-12 13:00:00
1762956000000,105039.99,108540.27,40000.0,103948.03,95.45979,2025-11-12 14:00:00
1762959600000,103948.03,104510.45,101375.14,102155.98,59.78061,2025-11-12 15:00:00
1762963200000,102173.5,102254.23,35000.0,101437.24,56.54047,2025-11-12 16:00:00
1762966800000,101437.23,102193.5,101414.26,101748.01,33.41817,2025-11-12 17:00:00
1762970400000,101748.02,101969.77,101425.97,101560.03,24.24046,2025-11-12 18:00:00
1762974000000,101560.03,102066.37,100666.5,101304.34,33.81872,2025-11-12 19:00:00
1762977600000,101298.01,101828.3,101171.72,101527.08,26.27379,2025-11-12 20:00:00
1762981200000,101527.08,101920.48,101524.45,101920.47,23.3805,2025-11-12 21:00:00
1762984800000,101920.48,102280.15,101469.09,101986.03,15.95578,2025-11-12 22:00:00
1762988400000,101986.03,102310.0,101476.24,101650.0,22.21014,2025-11-12 23:00:00
1762992000000,101650.0,102036.65,101479.99,101854.57,36.8596,2025-11-13 00:00:00
1762995600000,101854.58,102610.0,100666.5,101998.3,40.51819,2025-11-13 01:00:00
1762999200000,101998.3,102577.9,100666.5,102076.51,23.07845,2025-11-13 02:00:00
1763002800000,102064.41,103030.0,99649.66,102130.22,51.70095,2025-11-13 03:00:00
1763006400000,102130.22,102550.73,101193.25,102149.26,30.16337,2025-11-13 04:00:00
1763010000000,102120.0,103344.37,99567.74,103113.42,47.24029,2025-11-13 05:00:00
1763013600000,103126.37,103676.72,102560.13,103574.13,46.23684,2025-11-13 06:00:00
1763017200000,103590.75,104020.24,103320.45,103445.55,21.51554,2025-11-13 07:00:00
1763020800000,103475.66,103809.64,102615.73,103684.07,21.01337,2025-11-13 08:00:00
1763024400000,103684.07,103740.0,102567.77,102795.09,27.83315,2025-11-13 09:00:00
1763028000000,102824.53,103285.99,102783.08,102991.23,20.90598,2025-11-13 10:00:00
1763031600000,102991.22,103148.56,102711.53,102936.49,21.69467,2025-11-13 11:00:00
1763035200000,102936.49,103263.48,102737.78,103143.45,28.84251,2025-11-13 12:00:00
1763038800000,103143.46,103151.49,101599.73,102326.47,37.68693,2025-11-13 13:00:00
1763042400000,102326.48,103366.01,100472.94,102934.88,35.9501,2025-11-13 14:00:00
1763046000000,102934.88,102973.35,30000.0,101399.68,42.1555,2025-11-13 15:00:00
1763049600000,101393.57,101624.52,100472.94,100612.3,40.28737,2025-11-13 16:00:00
1763053200000,100612.31,100787.93,30000.0,99642.01,81.95666,2025-11-13 17:00:00
1763056800000,99665.14,99877.49,81491.23,98560.34,77.84031,2025-11-13 18:00:00
1763060400000,98560.34,99246.78,98372.02,98671.26,66.75686,2025-11-13 19:00:00
1763064000000,98671.27,102523.41,87463.85,98114.95,64.49213,2025-11-13 20:00:00
1763067600000,98162.11,98950.0,98081.35,98829.38,43.64817,2025-11-13 21:00:00
1763071200000,98817.36,99933.0,98724.58,99850.0,54.29678,2025-11-13 22:00:00
1763074800000,99851.82,100499.23,99585.09,99750.01,49.56041,2025-11-13 23:00:00
1763078400000,99730.0,109392.95,97397.24,98995.74,88.90208,2025-11-14 00:00:00
1763082000000,98995.75,511520.05,30000.0,99253.88,184.09077,2025-11-14 01:00:00
1763085600000,99253.88,105686.81,99253.0,99624.38,89.23917,2025-11-14 02:00:00
1763089200000,99620.01,101647.3,98422.47,99136.03,51.45586,2025-11-14 03:00:00
1763092800000,99139.38,99355.32,30000.0,97799.96,60.73798,2025-11-14 04:00:00
1763096400000,97799.95,200000.0,96117.73,97523.97,82.27728,2025-11-14 05:00:00
1763100000000,97516.09,148363.68,21332.75,97601.95,101.25491,2025-11-14 06:00:00
1763103600000,97581.72,105806.51,91959.07,97151.98,60.95846,2025-11-14 07:00:00
1763107200000,97151.99,106927.21,96756.46,97412.0,98.03761,2025-11-14 08:00:00
1763110800000,97411.99,112073.6,96355.48,96876.73,65.56727,2025-11-14 09:00:00
1763114400000,96876.74,97694.19,96688.97,96757.66,47.48507,2025-11-14 10:00:00
1763118000000,96757.66,96930.76,95818.03,96199.99,61.99122,2025-11-14 11:00:00
1763121600000,96200.0,101755.5,94242.66,95341.93,62.65586,2025-11-14 12:00:00
1763125200000,95341.93,95667.68,94256.73,95217.7,66.2568,2025-11-14 13:00:00
1763128800000,95217.7,202104.57,93234.7,96542.02,63.95282,2025-11-14 14:00:00
1763132400000,96542.02,101234.5,94233.99,96778.22,66.40395,2025-11-14 15:00:00
1763136000000,96778.22,103043.78,95941.04,97021.39,52.46535,2025-11-14 16:00:00
1763139600000,97021.4,97168.81,80000.0,95800.0,49.64894,2025-11-14 17:00:00
1763143200000,95800.0,96548.1,34571.13,95075.55,38.37484,2025-11-14 18:00:00
1763146800000,95075.55,97176.39,60000.0,95678.04,27.27576,2025-11-14 19:00:00
1763150400000,95776.0,119020.46,35000.0,94362.94,393.5325,2025-11-14 20:00:00
1763154000000,94362.95,112155.69,82921.47,95059.45,334.92923,2025-11-14 21:00:00
1763157600000,95059.46,95482.74,94730.19,95135.33,28.59055,2025-11-14 22:00:00
